1	2	1002	1003	1016	1017	1018	2	3	4	16	17	18	
2	6	1005	1006	1013	1015	1018	5	6	9	13	15	18	
3	4	1002	1005	1012	1015	1018	2	5	7	12	15	18	
4	1	1005	1007	1012	1016	1018	5	7	10	12	16	18	
5	3	1003	1004	1011	1014	1018	3	4	7	11	14	18	
6	5	1002	1005	1013	1015	1018	2	5	9	13	15	18	
7	10	1002	1004	1012	1013	1016	2	4	6	12	13	16	
8	9	1006	1007	1011	1017	1018	6	7	8	11	17	18	
9	9	1001	1003	1012	1014	1015	1	3	9	12	14	15	
10	4	1002	1003	1013	1016	1018	2	3	6	13	16	18	
11	9	1001	1005	1014	1015	1016	1	5	10	14	15	16	
12	9	1002	1006	1012	1014	1016	2	6	10	12	14	16	
13	9	1006	1007	1013	1015	1018	6	7	9	13	15	18	
14	6	1001	1007	1015	1016	1017	1	7	9	15	16	17	
15	8	1006	1007	1016	1017	1018	6	7	9	16	17	18	
16	10	1001	1007	1012	1017	1018	1	7	10	12	17	18	
17	8	1002	1003	1011	1015	1018	2	3	8	11	15	18	
18	9	1002	1006	1014	1015	1017	2	6	8	14	15	17	
19	9	1001	1002	1012	1015	1018	1	2	10	12	15	18	
20	4	1001	1002	1011	1012	1013	1	2	3	11	12	13	
21	10	1001	1002	1012	1013	1015	1	2	8	12	13	15	
22	8	1001	1007	1012	1013	1016	1	7	8	12	13	16	
23	10	1003	1006	1012	1013	1014	3	6	9	12	13	14	
24	6	1001	1004	1015	1017	1018	1	4	7	15	17	18	
25	9	1001	1002	1013	1016	1018	1	2	8	13	16	18	
26	4	1001	1002	1011	1012	1016	1	2	8	11	12	16	
27	6	1003	1007	1014	1017	1018	3	7	9	14	17	18	
28	7	1001	1006	1012	1017	1018	1	6	10	12	17	18	
29	6	1002	1006	1013	1014	1015	2	6	8	13	14	15	
30	7	1004	1005	1011	1012	1013	4	5	7	11	12	13	
31	6	1004	1007	1012	1013	1018	4	7	8	12	13	18	
32	8	1001	1003	1012	1016	1017	1	3	5	12	16	17	
33	9	1001	1002	1013	1014	1016	1	2	10	13	14	16	
34	5	1001	1005	1011	1012	1013	1	5	7	11	12	13	
35	8	1002	1006	1014	1015	1018	2	6	9	14	15	18	
36	3	1003	1004	1012	1013	1014	3	4	7	12	13	14	
37	1	1001	1002	1012	1013	1014	1	2	6	12	13	14	
38	3	1003	1004	1011	1012	1014	3	4	6	11	12	14	
39	1	1004	1005	1013	1014	1018	4	5	9	13	14	18	
40	2	1003	1004	1011	1016	1018	3	4	9	11	16	18	
41	5	1001	1004	1011	1012	1014	1	4	9	11	12	14	
42	8	1001	1007	1013	1016	1017	1	7	8	13	16	17	
43	2	1004	1007	1011	1017	1018	4	7	8	11	17	18	
44	1	1001	1004	1014	1017	1018	1	4	7	14	17	18	
45	8	1003	1004	1011	1012	1014	3	4	8	11	12	14	
46	1	1001	1007	1011	1012	1017	1	7	8	11	12	17	
47	9	1003	1004	1011	1012	1018	3	4	10	11	12	18	
48	10	1001	1002	1013	1015	1017	1	2	9	13	15	17	
49	1	1003	1006	1012	1015	1017	3	6	7	12	15	17	
50	5	1003	1006	1011	1012	1015	3	6	8	11	12	15	
51	1	1004	1006	1013	1015	1018	4	6	9	13	15	18	
52	6	1001	1002	1011	1013	1014	1	2	7	11	13	14	
53	2	1001	1002	1013	1016	1018	1	2	3	13	16	18	
54	3	1005	1006	1011	1012	1015	5	6	9	11	12	15	
55	3	1001	1002	1012	1017	1018	1	2	4	12	17	18	
56	7	1003	1004	1013	1015	1017	3	4	6	13	15	17	
57	3	1006	1007	1011	1017	1018	6	7	10	11	17	18	
58	3	1004	1005	1012	1013	1017	4	5	7	12	13	17	
59	6	1002	1006	1011	1017	1018	2	6	7	11	17	18	
60	9	1003	1006	1011	1014	1018	3	6	9	11	14	18	
61	2	1001	1004	1011	1012	1016	1	4	5	11	12	16	
62	8	1001	1003	1016	1017	1018	1	3	9	16	17	18	
63	7	1002	1003	1013	1016	1018	2	3	4	13	16	18	
64	6	1002	1003	1011	1013	1016	2	3	9	11	13	16	
65	8	1002	1003	1016	1017	1018	2	3	5	16	17	18	
66	5	1001	1002	1011	1016	1018	1	2	3	11	16	18	
67	10	1002	1006	1011	1015	1017	2	6	10	11	15	17	
68	6	1002	1004	1013	1014	1016	2	4	10	13	14	16	
69	4	1001	1007	1012	1013	1018	1	7	8	12	13	18	
70	10	1004	1006	1012	1015	1017	4	6	9	12	15	17	
71	3	1001	1003	1014	1016	1018	1	3	6	14	16	18	
72	4	1003	1007	1012	1015	1017	3	7	8	12	15	17	
73	10	1003	1004	1015	1017	1018	3	4	9	15	17	18	
74	2	1004	1005	1011	1014	1017	4	5	10	11	14	17	
75	7	1003	1007	1011	1014	1017	3	7	8	11	14	17	
76	1	1001	1002	1011	1014	1017	1	2	5	11	14	17	
77	10	1002	1005	1013	1014	1018	2	5	6	13	14	18	
78	1	1001	1003	1011	1012	1018	1	3	8	11	12	18	
79	1	1002	1006	1014	1017	1018	2	6	8	14	17	18	
80	6	1001	1004	1013	1014	1015	1	4	10	13	14	15	
81	6	1001	1002	1012	1016	1018	1	2	4	12	16	18	
82	9	1002	1003	1013	1014	1018	2	3	9	13	14	18	
83	8	1004	1005	1011	1012	1015	4	5	7	11	12	15	
84	4	1003	1004	1013	1015	1016	3	4	10	13	15	16	
85	1	1003	1006	1011	1012	1018	3	6	8	11	12	18	
86	5	1002	1003	1011	1016	1017	2	3	4	11	16	17	
87	5	1005	1006	1012	1015	1018	5	6	7	12	15	18	
88	9	1001	1002	1011	1012	1018	1	2	10	11	12	18	
89	1	1003	1005	1015	1016	1018	3	5	8	15	16	18	
90	10	1002	1006	1011	1012	1013	2	6	9	11	12	13	
91	4	1001	1005	1011	1013	1014	1	5	10	11	13	14	
92	2	1001	1004	1015	1016	1018	1	4	8	15	16	18	
93	2	1001	1003	1013	1016	1017	1	3	4	13	16	17	
94	9	1001	1002	1012	1016	1018	1	2	10	12	16	18	
95	5	1001	1003	1014	1017	1018	1	3	6	14	17	18	
96	7	1004	1006	1011	1013	1014	4	6	8	11	13	14	
97	7	1001	1004	1013	1015	1017	1	4	8	13	15	17	
98	2	1001	1003	1013	1016	1017	1	3	6	13	16	17	
99	3	1004	1005	1011	1014	1016	4	5	8	11	14	16	
100	10	1001	1003	1011	1012	1015	1	3	9	11	12	15	
101	1	1002	1005	1014	1017	1018	2	5	7	14	17	18	
102	1	1003	1004	1011	1013	1018	3	4	9	11	13	18	
103	4	1004	1007	1011	1015	1017	4	7	8	11	15	17	
104	5	1003	1005	1011	1012	1016	3	5	9	11	12	16	
105	3	1002	1004	1011	1012	1014	2	4	6	11	12	14	
106	8	1003	1004	1011	1013	1015	3	4	8	11	13	15	
107	6	1002	1003	1015	1016	1017	2	3	6	15	16	17	
108	7	1004	1005	1011	1013	1016	4	5	8	11	13	16	
109	5	1003	1004	1014	1017	1018	3	4	6	14	17	18	
110	4	1001	1002	1013	1015	1016	1	2	8	13	15	16	
111	5	1001	1002	1011	1014	1018	1	2	3	11	14	18	
112	4	1001	1007	1015	1016	1017	1	7	10	15	16	17	
113	8	1002	1006	1011	1014	1017	2	6	9	11	14	17	
114	5	1001	1002	1013	1016	1017	1	2	5	13	16	17	
115	1	1002	1003	1011	1014	1018	2	3	4	11	14	18	
