1	1	12000	1	2	20	1				
1	2	12000	2	2	20	1				
1	3	10000	1	2	100	1				
1	4	10000	2	2	100	1				
1	5	11500	1	2	30	1				
1	6	11500	2	2	30	1				
1	7	12000	5	2	70	1				
1	8	10000	4	2	70	1				
1	9	11500	3	2	90	1				
1	10	10500	1	2	300	2				
2	1	12001	5	2	20	1				
2	2	12001	2	2	20	1				
2	2	12001	2	1	20	1				
2	3	10001	3	2	100	1				
2	4	11501	2	2	30	1				
2	4	11501	2	1	30	1				
2	5	12001	5	1	20	1				
2	5	12001	5	2	20	1				
2	5	12001	5	3	20	2				
2	6	11501	3	1	30	1				
2	6	11501	3	2	30	1				
2	7	10501	4	2	300	1				
2	8	11501	3	1	30	1				
2	8	11501	3	2	30	1				
2	8	11501	3	3	30	1				
2	9	10001	5	1	70	2				
2	9	10001	5	2	70	1				
2	9	10001	5	3	70	1				
2	10	11001	1	2	90	2				
3	1	12002	3	0	20	1		120 		2
3	1	12002	3	0	20	1		120 		2
3	1	12002	3	0	20	1		120 		2
3	2	10002	3	0	100	1		100 		2
3	2	10002	3	0	100	1		100 		2
3	2	10002	3	0	100	1		100 		2
3	3	10502	3	0	30	1		105 		2
3	3	10502	3	0	30	1		105 		2
3	3	10502	3	0	30	1		105 		2
3	4	11502	3	0	70	2		115 		2
3	4	11502	3	0	70	2		115 		2
3	4	11502	3	0	70	2		115 		2
3	5	11002	5	0	90	3		110 		2
3	5	11002	5	0	90	3		110 		2
3	5	11002	5	0	90	3		110 		2
3	6	12002	5	0	20	1		120 		2
3	6	12002	5	0	20	1		120 		2
3	6	12002	5	0	20	1		120 		2
3	7	10002	5	0	100	1		100 		2
3	7	10002	5	0	100	1		100 		2
3	7	10002	5	0	100	1		100 		2
3	8	10502	5	0	30	1		105 		2
3	8	10502	5	0	30	1		105 		2
3	8	10502	5	0	30	1		105 		2
3	9	11502	5	0	70	2		115 		2
3	9	11502	5	0	70	2		115 		2
3	9	11502	5	0	70	2		115 		2
3	10	11002	1	0	90	3		110 		2
3	10	11002	1	0	90	3		110 		2
3	10	11002	1	0	90	3		110 		2
4	1	12003	3	0	20	1		120 		3
4	1	12003	3	0	20	1		120 		3
4	1	12003	3	0	20	1		120 		3
4	2	10003	3	0	100	1		100 		3
4	2	10003	3	0	100	1		100 		3
4	2	10003	3	0	100	1		100 		3
4	3	10503	3	0	30	1		105 		3
4	3	10503	3	0	30	1		105 		3
4	3	10503	3	0	30	1		105 		3
4	4	11503	3	0	70	2		115 		3
4	4	11503	3	0	70	2		115 		3
4	4	11503	3	0	70	2		115 		3
4	5	11003	5	0	90	3		110 		3
4	5	11003	5	0	90	3		110 		3
4	5	11003	5	0	90	3		110 		3
4	6	12003	5	0	20	1		120 		3
4	6	12003	5	0	20	1		120 		3
4	6	12003	5	0	20	1		120 		3
4	7	10003	5	0	100	1		100 		3
4	7	10003	5	0	100	1		100 		3
4	7	10003	5	0	100	1		100 		3
4	8	10503	5	0	30	1		105 		3
4	8	10503	5	0	30	1		105 		3
4	8	10503	5	0	30	1		105 		3
4	9	11503	5	0	70	2		115 		3
4	9	11503	5	0	70	2		115 		3
4	9	11503	5	0	70	2		115 		3
4	10	11003	1	0	90	3		110 		3
4	10	11003	1	0	90	3		110 		3
4	10	11003	1	0	90	3		110 		3
5	1	12004	3	0	20	1		120 		4
5	1	12004	3	0	20	1		120 		4
5	1	12004	3	0	20	1		120 		4
5	2	10004	3	0	100	1		100 		4
5	2	10004	3	0	100	1		100 		4
5	2	10004	3	0	100	1		100 		4
5	3	10504	3	0	30	1		105 		4
5	3	10504	3	0	30	1		105 		4
5	3	10504	3	0	30	1		105 		4
5	4	11504	3	0	70	2		115 		4
5	4	11504	3	0	70	2		115 		4
5	4	11504	3	0	70	2		115 		4
5	5	11004	5	0	90	3		110 		4
5	5	11004	5	0	90	3		110 		4
5	5	11004	5	0	90	3		110 		4
5	6	12004	5	0	20	1		120 		4
5	6	12004	5	0	20	1		120 		4
5	6	12004	5	0	20	1		120 		4
5	7	10004	5	0	100	1		100 		4
5	7	10004	5	0	100	1		100 		4
5	7	10004	5	0	100	1		100 		4
5	8	10504	5	0	30	1		105 		4
5	8	10504	5	0	30	1		105 		4
5	8	10504	5	0	30	1		105 		4
5	9	11504	5	0	70	2		115 		4
5	9	11504	5	0	70	2		115 		4
5	9	11504	5	0	70	2		115 		4
5	10	11004	1	0	90	3		110 		4
5	10	11004	1	0	90	3		110 		4
5	10	11004	1	0	90	3		110 		4
6	1	12005	3	0	20	1		120 		5
6	1	12005	3	0	20	1		120 		5
6	1	12005	3	0	20	1		120 		5
6	2	10005	3	0	100	1		100 		5
6	2	10005	3	0	100	1		100 		5
6	2	10005	3	0	100	1		100 		5
6	3	10505	3	0	30	1		105 		5
6	3	10505	3	0	30	1		105 		5
6	3	10505	3	0	30	1		105 		5
6	4	11505	3	0	70	2		115 		5
6	4	11505	3	0	70	2		115 		5
6	4	11505	3	0	70	2		115 		5
6	5	11005	5	0	90	3		110 		5
6	5	11005	5	0	90	3		110 		5
6	5	11005	5	0	90	3		110 		5
6	6	12005	5	0	20	1		120 		5
6	6	12005	5	0	20	1		120 		5
6	6	12005	5	0	20	1		120 		5
6	7	10005	5	0	100	1		100 		5
6	7	10005	5	0	100	1		100 		5
6	7	10005	5	0	100	1		100 		5
6	8	10505	5	0	30	1		105 		5
6	8	10505	5	0	30	1		105 		5
6	8	10505	5	0	30	1		105 		5
6	9	11505	5	0	70	2		115 		5
6	9	11505	5	0	70	2		115 		5
6	9	11505	5	0	70	2		115 		5
6	10	11005	1	0	90	3		110 		5
6	10	11005	1	0	90	3		110 		5
6	10	11005	1	0	90	3		110 		5
7	1	12006	3	0	20	1		120 		6
7	1	12006	3	0	20	1		120 		6
7	1	12006	3	0	20	1		120 		6
7	2	10006	3	0	100	1		100 		6
7	2	10006	3	0	100	1		100 		6
7	2	10006	3	0	100	1		100 		6
7	3	10506	3	0	30	1		105 		6
7	3	10506	3	0	30	1		105 		6
7	3	10506	3	0	30	1		105 		6
7	4	11506	3	0	70	2		115 		6
7	4	11506	3	0	70	2		115 		6
7	4	11506	3	0	70	2		115 		6
7	5	11006	5	0	90	3		110 		6
7	5	11006	5	0	90	3		110 		6
7	5	11006	5	0	90	3		110 		6
7	6	12006	5	0	20	1		120 		6
7	6	12006	5	0	20	1		120 		6
7	6	12006	5	0	20	1		120 		6
7	7	10006	5	0	100	1		100 		6
7	7	10006	5	0	100	1		100 		6
7	7	10006	5	0	100	1		100 		6
7	8	10506	5	0	30	1		105 		6
7	8	10506	5	0	30	1		105 		6
7	8	10506	5	0	30	1		105 		6
7	9	11506	5	0	70	2		115 		6
7	9	11506	5	0	70	2		115 		6
7	9	11506	5	0	70	2		115 		6
7	10	11006	1	0	90	3		110 		6
7	10	11006	1	0	90	3		110 		6
7	10	11006	1	0	90	3		110 		6
8	1	12007	3	0	20	1		120 		7
8	1	12007	3	0	20	1		120 		7
8	1	12007	3	0	20	1		120 		7
8	2	10007	3	0	100	1		100 		7
8	2	10007	3	0	100	1		100 		7
8	2	10007	3	0	100	1		100 		7
8	3	10507	3	0	30	1		105 		7
8	3	10507	3	0	30	1		105 		7
8	3	10507	3	0	30	1		105 		7
8	4	11507	3	0	70	2		115 		7
8	4	11507	3	0	70	2		115 		7
8	4	11507	3	0	70	2		115 		7
8	5	11007	5	0	90	3		110 		7
8	5	11007	5	0	90	3		110 		7
8	5	11007	5	0	90	3		110 		7
8	6	12007	5	0	20	1		120 		7
8	6	12007	5	0	20	1		120 		7
8	6	12007	5	0	20	1		120 		7
8	7	10007	5	0	100	1		100 		7
8	7	10007	5	0	100	1		100 		7
8	7	10007	5	0	100	1		100 		7
8	8	10507	5	0	30	1		105 		7
8	8	10507	5	0	30	1		105 		7
8	8	10507	5	0	30	1		105 		7
8	9	11507	5	0	70	2		115 		7
8	9	11507	5	0	70	2		115 		7
8	9	11507	5	0	70	2		115 		7
8	10	11007	1	0	90	3		110 		7
8	10	11007	1	0	90	3		110 		7
8	10	11007	1	0	90	3		110 		7
9	1	12008	3	0	20	1		120 		8
9	1	12008	3	0	20	1		120 		8
9	1	12008	3	0	20	1		120 		8
9	2	10008	3	0	100	1		100 		8
9	2	10008	3	0	100	1		100 		8
9	2	10008	3	0	100	1		100 		8
9	3	10508	3	0	30	1		105 		8
9	3	10508	3	0	30	1		105 		8
9	3	10508	3	0	30	1		105 		8
9	4	11508	3	0	70	2		115 		8
9	4	11508	3	0	70	2		115 		8
9	4	11508	3	0	70	2		115 		8
9	5	11008	5	0	90	3		110 		8
9	5	11008	5	0	90	3		110 		8
9	5	11008	5	0	90	3		110 		8
9	6	12008	5	0	20	1		120 		8
9	6	12008	5	0	20	1		120 		8
9	6	12008	5	0	20	1		120 		8
9	7	10008	5	0	100	1		100 		8
9	7	10008	5	0	100	1		100 		8
9	7	10008	5	0	100	1		100 		8
9	8	10508	5	0	30	1		105 		8
9	8	10508	5	0	30	1		105 		8
9	8	10508	5	0	30	1		105 		8
9	9	11508	5	0	70	2		115 		8
9	9	11508	5	0	70	2		115 		8
9	9	11508	5	0	70	2		115 		8
9	10	11008	1	0	90	3		110 		8
9	10	11008	1	0	90	3		110 		8
9	10	11008	1	0	90	3		110 		8
10	1	12009	3	0	20	1		120 		9
10	1	12009	3	0	20	1		120 		9
10	1	12009	3	0	20	1		120 		9
10	2	10009	3	0	100	1		100 		9
10	2	10009	3	0	100	1		100 		9
10	2	10009	3	0	100	1		100 		9
10	3	10509	3	0	30	1		105 		9
10	3	10509	3	0	30	1		105 		9
10	3	10509	3	0	30	1		105 		9
10	4	11509	3	0	70	2		115 		9
10	4	11509	3	0	70	2		115 		9
10	4	11509	3	0	70	2		115 		9
10	5	11009	5	0	90	3		110 		9
10	5	11009	5	0	90	3		110 		9
10	5	11009	5	0	90	3		110 		9
10	6	12009	5	0	20	1		120 		9
10	6	12009	5	0	20	1		120 		9
10	6	12009	5	0	20	1		120 		9
10	7	10009	5	0	100	1		100 		9
10	7	10009	5	0	100	1		100 		9
10	7	10009	5	0	100	1		100 		9
10	8	10509	5	0	30	1		105 		9
10	8	10509	5	0	30	1		105 		9
10	8	10509	5	0	30	1		105 		9
10	9	11509	5	0	70	2		115 		9
10	9	11509	5	0	70	2		115 		9
10	9	11509	5	0	70	2		115 		9
10	10	11009	1	0	90	3		110 		9
10	10	11009	1	0	90	3		110 		9
10	10	11009	1	0	90	3		110 		9
11	1	12010	3	0	20	1		120 		10
11	1	12010	3	0	20	1		120 		10
11	1	12010	3	0	20	1		120 		10
11	2	10010	3	0	100	1		100 		10
11	2	10010	3	0	100	1		100 		10
11	2	10010	3	0	100	1		100 		10
11	3	10510	3	0	30	1		105 		10
11	3	10510	3	0	30	1		105 		10
11	3	10510	3	0	30	1		105 		10
11	4	11510	3	0	70	2		115 		10
11	4	11510	3	0	70	2		115 		10
11	4	11510	3	0	70	2		115 		10
11	5	11010	5	0	90	3		110 		10
11	5	11010	5	0	90	3		110 		10
11	5	11010	5	0	90	3		110 		10
11	6	12010	5	0	20	1		120 		10
11	6	12010	5	0	20	1		120 		10
11	6	12010	5	0	20	1		120 		10
11	7	10010	5	0	100	1		100 		10
11	7	10010	5	0	100	1		100 		10
11	7	10010	5	0	100	1		100 		10
